date,kib_bencana_id,disaster_type,province,city,district,village,posko_id,posko_name,item_category,item_name,unit,anomaly_type,severity,score,target_need_qty,current_stock_qty,requested_qty,distributed_qty,message,action_suggestion
2025-01-04,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,kebersihan,hygiene_kit,paket,critical_stock,medium,0.56,6.99,5.51,7.07,6.82,Stok hanya 0.44 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-12,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,kesehatan,masker,pcs,demand_spike,high,4.03,236.15,905.93,231.28,200.45,Kebutuhan melonjak 1.25x dibanding rata-rata 7 hari terakhir.,Verifikasi lonjakan pengungsi/request dan siapkan tambahan stok untuk item terkait.
2024-12-16,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,kesehatan,masker,pcs,critical_stock,medium,0.62,177.91,121.3,204.73,207.78,Stok hanya 0.38 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2025-01-04,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,kesehatan,masker,pcs,demand_spike,medium,3.93,183.75,723.53,187.47,166.68,Kebutuhan melonjak 1.14x dibanding rata-rata 7 hari terakhir.,Verifikasi lonjakan pengungsi/request dan siapkan tambahan stok untuk item terkait.
2024-12-06,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,perbekalan_pangan,mie_instan,bungkus,critical_stock,medium,0.65,153.57,96.83,179.27,150.85,Stok hanya 0.35 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-09,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,perbekalan_pangan,mie_instan,bungkus,critical_stock,medium,0.69,149.23,82.52,152.37,159.84,Stok hanya 0.31 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-20,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,perbekalan_pangan,mie_instan,bungkus,critical_stock,medium,0.69,132.33,74.84,152.86,146.09,Stok hanya 0.31 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-24,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,kesehatan,obat_ispa,paket,critical_stock,medium,0.59,16.73,12.21,16.48,15.81,Stok hanya 0.41 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-11,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,kesehatan,obat_ispa,paket,critical_stock,medium,0.65,9.79,6.21,10.17,9.63,Stok hanya 0.35 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-20,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,kesehatan,obat_ispa,paket,critical_stock,medium,0.51,9.57,8.41,10.06,9.13,Stok hanya 0.49 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-31,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,kesehatan,obat_ispa,paket,critical_stock,medium,0.6,9.16,6.65,8.9,8.3,Stok hanya 0.40 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2025-01-03,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,kesehatan,obat_ispa,paket,critical_stock,medium,0.59,9.28,6.93,10.86,10.39,Stok hanya 0.41 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-24,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,kebersihan,pembalut,pcs,critical_stock,medium,0.67,14.53,8.55,16.08,15.85,Stok hanya 0.33 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-14,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,kebersihan,popok_bayi,pcs,demand_spike,high,5.45,46.73,140.03,47.77,41.39,Kebutuhan melonjak 1.13x dibanding rata-rata 7 hari terakhir.,Verifikasi lonjakan pengungsi/request dan siapkan tambahan stok untuk item terkait.
2024-11-25,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,perbekalan_pangan,protein_kaleng,kaleng,critical_stock,medium,0.55,34.52,28.01,33.5,27.65,Stok hanya 0.45 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-20,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,perbekalan_pangan,protein_kaleng,kaleng,critical_stock,medium,0.54,26.35,21.99,30.51,27.16,Stok hanya 0.46 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-05,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,shelter,selimut,unit,critical_stock,medium,0.62,12.16,8.35,14.08,12.6,Stok hanya 0.38 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-20,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,shelter,selimut,unit,critical_stock,medium,0.52,9.81,8.54,11.5,10.92,Stok hanya 0.48 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-09,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,shelter,tikar,unit,critical_stock,medium,0.54,8.17,6.81,9.46,8.06,Stok hanya 0.46 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-13,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Larantuka,Kelurahan Balela,POSKO-ACC04140,Kelurahan Balela,shelter,tikar,unit,demand_spike,medium,3.5,8.96,35.96,9.5,8.64,Kebutuhan melonjak 1.13x dibanding rata-rata 7 hari terakhir.,Verifikasi lonjakan pengungsi/request dan siapkan tambahan stok untuk item terkait.
2024-11-26,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,air_sanitasi,air_minum,liter,critical_stock,medium,0.69,6.25,3.52,7.26,7.37,Stok hanya 0.31 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-29,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,air_sanitasi,air_minum,liter,critical_stock,medium,0.53,5.84,4.98,5.97,5.47,Stok hanya 0.47 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2025-01-05,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,air_sanitasi,air_minum,liter,critical_stock,medium,0.6,4.7,3.39,5.42,5.47,Stok hanya 0.40 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-25,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,perbekalan_pangan,beras,kg,critical_stock,medium,0.59,1.11,0.81,1.14,1.02,Stok hanya 0.41 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-31,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,perbekalan_pangan,beras,kg,critical_stock,medium,0.5,0.72,0.64,0.77,0.77,Stok hanya 0.50 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-23,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.56,0.14,0.44,0.15,0.15,Stok hanya 0.44 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-24,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.67,0.12,0.33,0.13,0.12,Stok hanya 0.33 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-25,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,high,0.83,0.14,0.17,0.15,0.16,Stok hanya 0.17 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-06,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.56,0.12,0.44,0.13,0.12,Stok hanya 0.44 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-10,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.58,0.11,0.42,0.12,0.11,Stok hanya 0.42 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-11,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.68,0.1,0.32,0.11,0.1,Stok hanya 0.32 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-13,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.57,0.11,0.43,0.1,0.09,Stok hanya 0.43 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-14,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.68,0.11,0.32,0.13,0.11,Stok hanya 0.32 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-15,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,high,0.8,0.11,0.2,0.12,0.11,Stok hanya 0.20 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-16,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,high,0.89,0.1,0.11,0.1,0.09,Stok hanya 0.11 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-17,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.7,0.09,0.3,0.1,0.09,Stok hanya 0.30 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-18,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,high,0.8,0.09,0.2,0.1,0.1,Stok hanya 0.20 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-19,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,high,0.91,0.09,0.09,0.11,0.11,Stok hanya 0.09 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-20,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.74,0.1,0.26,0.1,0.1,Stok hanya 0.26 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-21,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,high,0.86,0.1,0.14,0.12,0.12,Stok hanya 0.14 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-22,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.61,0.09,0.39,0.11,0.1,Stok hanya 0.39 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-23,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.7,0.1,0.3,0.1,0.09,Stok hanya 0.30 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-24,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,high,0.78,0.09,0.22,0.09,0.08,Stok hanya 0.22 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-25,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,high,0.88,0.08,0.12,0.1,0.1,Stok hanya 0.12 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-26,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.65,0.09,0.35,0.1,0.09,Stok hanya 0.35 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-29,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.57,0.09,0.43,0.1,0.09,Stok hanya 0.43 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-30,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.65,0.1,0.35,0.1,0.09,Stok hanya 0.35 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-31,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.75,0.09,0.25,0.1,0.09,Stok hanya 0.25 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2025-01-03,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.58,0.09,0.42,0.11,0.11,Stok hanya 0.42 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2025-01-04,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,medium,0.67,0.1,0.33,0.1,0.09,Stok hanya 0.33 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2025-01-05,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kebersihan,hygiene_kit,paket,critical_stock,high,0.77,0.1,0.23,0.1,0.09,Stok hanya 0.23 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-12,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,masker,pcs,demand_spike,medium,3.21,5.38,20.09,5.55,4.67,Kebutuhan melonjak 1.23x dibanding rata-rata 7 hari terakhir.,Verifikasi lonjakan pengungsi/request dan siapkan tambahan stok untuk item terkait.
2025-01-03,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,masker,pcs,demand_spike,medium,3.23,3.95,12.84,4.46,3.96,Kebutuhan melonjak 1.10x dibanding rata-rata 7 hari terakhir.,Verifikasi lonjakan pengungsi/request dan siapkan tambahan stok untuk item terkait.
2025-01-04,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,masker,pcs,demand_spike,medium,3.53,4.23,8.44,4.36,4.4,Kebutuhan melonjak 1.16x dibanding rata-rata 7 hari terakhir.,Verifikasi lonjakan pengungsi/request dan siapkan tambahan stok untuk item terkait.
2024-12-01,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,perbekalan_pangan,mie_instan,bungkus,critical_stock,medium,0.58,3.16,2.39,3.69,3.64,Stok hanya 0.42 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-04,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,perbekalan_pangan,mie_instan,bungkus,critical_stock,medium,0.52,3.24,2.81,3.25,2.99,Stok hanya 0.48 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-15,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,perbekalan_pangan,mie_instan,bungkus,critical_stock,medium,0.54,3.48,2.91,3.58,3.38,Stok hanya 0.46 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2025-01-03,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,perbekalan_pangan,mie_instan,bungkus,demand_spike,medium,3.46,3.14,11.74,3.09,2.81,Kebutuhan melonjak 1.14x dibanding rata-rata 7 hari terakhir.,Verifikasi lonjakan pengungsi/request dan siapkan tambahan stok untuk item terkait.
2024-11-22,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,obat_ispa,paket,critical_stock,medium,0.58,0.16,0.42,0.16,0.17,Stok hanya 0.42 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-23,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,obat_ispa,paket,critical_stock,medium,0.7,0.14,0.3,0.13,0.12,Stok hanya 0.30 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-24,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,obat_ispa,paket,critical_stock,high,0.86,0.15,0.14,0.18,0.16,Stok hanya 0.14 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-25,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,obat_ispa,paket,critical_stock,medium,0.6,0.11,0.4,0.11,0.11,Stok hanya 0.40 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-26,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,obat_ispa,paket,critical_stock,medium,0.7,0.11,0.3,0.11,0.09,Stok hanya 0.30 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-27,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,obat_ispa,paket,critical_stock,medium,0.55,0.09,0.45,0.1,0.09,Stok hanya 0.45 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-28,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,obat_ispa,paket,critical_stock,medium,0.63,0.08,0.37,0.08,0.07,Stok hanya 0.37 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-29,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,obat_ispa,paket,critical_stock,medium,0.72,0.09,0.28,0.1,0.09,Stok hanya 0.28 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-11-30,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,obat_ispa,paket,critical_stock,high,0.83,0.12,0.17,0.13,0.11,Stok hanya 0.17 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-06,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,obat_ispa,paket,critical_stock,medium,0.54,0.09,0.46,0.1,0.1,Stok hanya 0.46 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-11,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,obat_ispa,paket,critical_stock,medium,0.58,0.09,0.42,0.1,0.09,Stok hanya 0.42 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-12,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,obat_ispa,paket,demand_spike,high,8.98,0.12,0.72,0.12,0.11,Kebutuhan melonjak 1.35x dibanding rata-rata 7 hari terakhir.,Verifikasi lonjakan pengungsi/request dan siapkan tambahan stok untuk item terkait.
2024-12-15,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,obat_ispa,paket,critical_stock,medium,0.54,0.09,0.46,0.08,0.08,Stok hanya 0.46 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
2024-12-16,BNC-2024-GM-LEWOTOBI,gunung_meletus,Nusa Tenggara Timur,Flores Timur,Lewolema,Desa Baluk Hering,POSKO-C73FB018,Desa Baluk Hering,kesehatan,obat_ispa,paket,critical_stock,medium,0.61,0.07,0.39,0.07,0.07,Stok hanya 0.39 dari ambang kritis.,Prioritaskan distribusi ulang atau restock dari gudang terdekat.
